[2026-05-14 22:00:00.319] [37016433] [INFO] [L3701643351T20260514220000319R57140] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_3701643351_20260514220000319.json","sign":"NONE","bizContent":{"msgId":"37016433512026051422139722","hex":"3701643351","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:00:00"}
[2026-05-14 22:58:31.599] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|有效性判断] |查询车轴型数据 根据3701643302_皖CF8249_1查询到车轴型数据：AxleInfo(picId=null, msgId=37016433022026051422309656, pushTime=2026-05-14T22:58:25, axleFlag=1, axleNum=20260514220002, axleTime=2026-05-14T22:15:13, identifyType=16, vehicleAxleInfo=000157, vehicleAxleCount=6, vehicleWheelBase=2330, vehicleLength=17090, vehicleWidth=2440, vehicleHeigth=3768, dangerousGoods=0, vehicleSpecial=0, plateNum=皖CF8249, plateColor=1, vehicleSpeed=8, vehicleModel=0000, vehicleColor=0, reliability=100, vehFeatureCode=0000, faceFeatureCode=0000)
[2026-05-14 22:58:31.600] [37016433] [INFO] [L3701643302T20260514225831583R72251] [数据交互|发送名单服务数据] |查询称重信息 请求：{"filename":"ENREFUSE_LIST_REQ_3701643302_20260514225831600.json","sign":"NONE","bizContent":{"msgId":"37016433022026051422140489","laneFlag":1,"vehicleId":"皖CF8249_1"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:58:31"}
[2026-05-14 22:58:31.602] [37016433] [INFO] [L3701643302T20260514225831583R72251] [数据交互|收到名单服务数据] |查询称重信息 响应：{"filename":"ENREFUSE_LIST_RES_3701643302_20260514225831599.json","bizContent":"{\"enWeightData\":[{\"axleCount\":6,\"axleType\":\"157\",\"bulkCertNo\":\"\",\"bulkOrderHeight\":0,\"bulkOrderLength\":0,\"bulkOrderWeight\":0,\"bulkOrderWidth\":0,\"checkTime\":\"2026-05-14T22:58:13\",\"dataId\":\"473030313533373030353030333032303030303030303030313437353632\",\"enWeightSource\":0,\"height\":4320,\"imageUrl\":\"\",\"isAllowPass\":1,\"isBulkVehicle\":2,\"length\":16440,\"limitWeight\":49000,\"limitedHeight\":0,\"limitedLength\":0,\"limitedWidth\":0,\"overLimitType\":0,\"overRate\":0.0,\"overWeight\":0,\"speed\":6,\"vehicleId\":\"皖CF8249_1\",\"vehicleType\":0,\"wasteId\":\"473030313533373030353030333032303030303030303030313437353632\",\"weight\":46220,\"weightInfo\":\"皖CF8249|1|0|6|Thu May 14 22:58:13 GMT+08:00 2026|46220|49000|0|0.0||1|473030313533373030353030333032303030303030303030313437353632|2|||16440|2970|4320|||\",\"width\":2970}],\"result\":0,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"receiveTime\":\"2026-05-14T22:58:31.599\",\"msgId\":\"37016433022026051422140489\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:58:31.603] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|有效性判断] |查询治超系统称重数据 查询到皖CF8249_1的称重信息：WeightData(vehicleId=皖CF8249_1, checkTime=2026-05-14T22:58:13, vehicleType=0, axleCount=6, axleType=157, weight=46220, enWeightSource=0, limitWeight=49000, overWeight=0, overRate=0.0, isBulkVehicle=2, isAllowPass=1, imageUrl=, dataId=473030313533373030353030333032303030303030303030313437353632, length=16440, width=2970, height=4320, bulkCertNo=, weightInfo=皖CF8249|1|0|6|Thu May 14 22:58:13 GMT+08:00 2026|46220|49000|0|0.0||1|473030313533373030353030333032303030303030303030313437353632|2|||16440|2970|4320|||, bulkOrderWeight=0, bulkOrderLength=0, bulkOrderWidth=0, bulkOrderHeight=0, limitedLength=0, limitedWidth=0, limitedHeight=0, overLimitType=0, speed=6, wasteId=473030313533373030353030333032303030303030303030313437353632)
[2026-05-14 22:58:31.603] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|有效性判断] |比对牌识信息和OBU内车牌信息是否一致 牌识信息内车牌_颜色：皖CF8249_1；OBU内车牌_颜色：皖CF8249_1；一致
[2026-05-14 22:58:31.603] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|有效性判断] |比对车型识别数据与称重数据的车型、轴数是否一致 车型识别设备中的车型_轴数为：16_6；称重数据中的车型_轴数为：0_6；不一致，仅记录特情
[2026-05-14 22:58:31.603] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|有效性判断] |比对车型识别数据和OBU发行信息中的车型_轴数是否一致 车型识别数据中的车型_轴数为：16_6；OBU发行信息中的车型_轴数为：13_3；不一致，仅记录特情
[2026-05-14 22:58:31.603] [37016433] [INFO] [L3701643302T20260514225831583R72251] [数据交互|发送名单服务数据] |查询参数版本信息 请求：{"filename":"BASIC_PARAM_VERSIONQUERY_REQ_3701643302_20260514225831603.json","sign":"NONE","bizContent":{"msgId":"37016433022026051422140490"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:58:31"}
[2026-05-14 22:58:31.606] [37016433] [INFO] [L3701643302T20260514225831583R72251] [数据交互|收到名单服务数据] |查询参数版本信息 响应：{"filename":"BASIC_PARAM_VERSIONQUERY_RES_3701643302_20260514225831606.json","bizContent":"{\"holidayVersion\":\"26012301_2026-01-23T00:00:00\",\"code\":0,\"gbCardBListVersion\":\"76051401_2026-05-14T12:00:02\",\"areaCodeVersion\":\"21011401_2021-01-11T00:00:00\",\"codeInfo\":\"查询成功有记录\",\"orgCodeVersion\":\"26040701_2026-04-24T00:00:00\",\"msgId\":\"37016433022026051422140490\",\"operVersion\":\"26040301_1900-01-01T00:00:00\",\"gantryVersion\":\"26040701_2026-04-24T00:00:00\",\"greylistVersion\":\"70514092_2026-05-14T22:45:09\",\"underRelationVersion\":\"26040701_2026-04-24T00:00:00\",\"SpfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"basicInfoVersion\":\"20260514_2026-05-14T01:00:23\",\"spfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"gbCardBListCreVersion\":\"70514250_2026-05-14T22:55:29\",\"gbAllPathVersion\":\"26050902_2026-05-09T00:00:00|26051501_2026-05-15T00:00:00\",\"publishVersion\":\"24120601_1900-01-01T00:00:00\",\"sysParaVersion\":\"24120601_1900-01-01T00:00:00\",\"gbVBListVersion\":\"26051492_2026-05-14T22:45:29\",\"emergencyAppointVersion\":\"26051492_2026-05-14T22:45:29\",\"receiveTime\":\"2026-05-14 22:58:31.606\",\"shortPathVersion\":\"26040701_2026-04-24T00:00:00\",\"shiftVersion\":\"10061502_2010-06-15T15:30:11\",\"heavyTransVersion\":\"26051458_2026-05-14T22:45:29\",\"greenTrafficVersion\":\"26051489_2026-05-14T22:45:29\",\"vgListVersion\":\"66000800_2026-05-13T00:00:00|66000800_2026-05-13T00:00:00\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 22:58:31.606] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|有效性判断] |皖CF8249_1校验结束---
[2026-05-14 22:58:31.606] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--校验通过，车辆皖CF8249开始进行计费
[2026-05-14 22:58:31.607] [37016433] [INFO] [L3701643302T20260514225831583R72251] [数据交互|发送计费服务数据] |调用入口计费服务 请求：{"filename":"BASIC_FEE_ENCALC_REQ_3701643302_20260514225831607.json","auth":"cvicse","bizContent":{"cPUCardId":"1030230206118797","cPUNetID":"3401","cPUVersion":40,"cPUcardType":23,"curPassTime":"2026-05-14T22:58:31","curTollGantry":"G001537005000910010","enAxleCount":6,"enTollStationHex":"37016433","enVehicleType":13,"feeSumLocal":0,"issuerId":"340101","laneType":3,"mediaType":1,"msgId":"37016433022026051422140486","oBUSN":"340123126E18DA1B","obuPermittedTowWeight":2,"spare4":"02","totalWeight":46220,"vehicleClass":27,"vehicleId":"皖CF8249_1","vehicleSign":255,"vehicleUserType":27},"sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:58:31"}
[2026-05-14 22:58:31.614] [37016433] [INFO] [L3701643302T20260514225831583R72251] [数据交互|收到计费服务数据] |调用入口计费服务 响应：{"statusCode":0,"errorMsg":"响应成功","sign":"NONE","bizContent":"{\"calCostTime\":1,\"code\":\"0\",\"codeInfo\":\"计费成功\",\"discountFee\":0,\"discountFeeGroup\":\"0\",\"feeCalcSpecials\":\"0\",\"feeGroup\":\"0\",\"feeInfo1\":\"G:G001537005000910010|T:2026-05-14T22:58:31|ES:37016433|ET:2026-05-14T22:58:31|LG:000000|LT:2026-05-14T22:58:31|TT:1|PH:CDEE43463832343900000000|PC:1|VT:16|EVT:13|EAC:6|TW:0|VSF:255|BH:|PSL:0|RSL:0|CN:3401|UT:27|CT:23|SP1:0|MV:20241216006|PV:20260509002|vc:27|vt:16|ac:6|ad:0|R:0,201,0=,0:1 ECODE:0x44000\",\"feeInfo2\":\"2\",\"feeInfo3\":\"3C730C\",\"feeLogMsg\":null,\"feeMileage\":0,\"feeProvSumLocal\":0,\"feeSpare1\":0,\"feeSpare2\":0,\"feeSpare3\":\"\",\"feeVehicleType\":16,\"fitProvFlag\":0,\"gantryPassHexFit\":\"\",\"gantryPassNumFit\":0,\"msgId\":\"37016433022026051422140486\",\"paramVersion\":\"3720260509002\",\"pathFitFlag\":0,\"payFee\":0,\"payFeeGroup\":\"0\",\"provMinFee\":\"\",\"rateVersion\":\"3720260509002|3720260509002\",\"realFee\":0,\"receiveTime\":\"2026-05-14T22:58:31\",\"spcRateVersion\":\"000000\",\"tollIntervalIDs\":\"G001537005000910\"}","filename":"BASIC_FEE_ENCALC_RES_3701643302_20260514225831609.json"}
[2026-05-14 22:58:31.614] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆皖CF8249计费成功
[2026-05-14 22:58:31.615] [37016433] [INFO] [L3701643302T20260514225831583R72251] [数据交互|发送设备控制服务数据] |02车道发送指令到外设控制服务:FFFF000300000137E1000000370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006E18DA1B340123126E18DA1B00000000CDEE43463832343900000000010D1B06009A9200B48C001700000000000000000000000020260514225831000000000000AA290037016433026A05E3170D013C730C6A05E317CDEE43463832343900000000010600B48CFF000000005FAA290037016433026A05E3170D013C730C6A05E317CDEE43463832343900000000010600B48CFFB0B2BBD5340100011740340110302302061187971B0100000000000000010000000000000000000001000000000000000000000037000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000020063C11E
[2026-05-14 22:58:31.615] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|车辆交易数据处理] |02车道MTC入口交易受理--车辆皖CF8249交易受理流程结束
[2026-05-14 22:58:31.870] [37016433] [INFO] [L3701643302T20260514225831870R72255] [数据交互|收到设备控制服务数据] |02车道--外设控制服务输入信息(ETC交易结果受理E2)为FFFF004000000073E200370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006E18DA1B340123126E18DA1BCDEE43463832343900000000012137000731E720260514225831092A0FFFCB63ED00015BFE73FD8D8B00000FEB4C680F
[2026-05-14 22:58:31.870] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|车辆交易数据处理] |02车道交易结果受理--解析交易结果受理请求成功，开始处理
[2026-05-14 22:58:31.872] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|车辆交易数据处理] |02车道皖CF8249已完成小班汇总,班次为G0015370050030101002020260514173903500501031
[2026-05-14 22:58:31.872] [37016433] [INFO] [L3701643302T20260514225831583R72251] [6E18DA1B] [处理流程|流水生成] |02车道MTC入口交易结果受理--车辆皖CF8249交易成功，生成交易成功流水
[2026-05-14 22:58:31.872] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643302/Push/Cvicse/SummaryData】：{"badInvNum":0,"cashIndemnity":0,"cpcCnt":46,"curHolidayMotorCadeVcnt":0,"curMotorCadeVcnt":0,"damCardCnt":0,"endTime":"2026-05-15 06:00:00","etcCardCnt":55,"etcFee":0,"inductCnt":101,"invEndNo":"0","invNum":0,"invStartNo":"1","laneId":"02","laneStatus":"1","msgId":"37016433022026051422140491","operId":"500501031","operName":"李霞","papCnt":0,"pushTime":"2026-05-14T22:58:31","shiftCode":6,"shiftName":"第三班","shiftTime":"2026-05-15 06:00:00","startTime":"2026-05-14 17:39:03","thirdIndemnity":0,"thirdPayFee":0,"totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"totalPayFee":0,"vCnt":101,"workDate":"2026-05-14 00:00:00"}
[2026-05-14 22:58:31.872] [37016433] [INFO] [L3701643300T20260514225831872R72257] [ ] [处理流程|流水生成] |redis入库成功--key：MTCWASTE_ENETCWORKSUM3701643302,value：{"autoSwitchDate":1778796000000,"bL_Center":"50","bL_SubCenter":"5003","badInvNum":0,"batchNum":"G0015370050030101002020260514173903500501031","blRoad":"23","cPCCnt":46,"chargeMode":1,"checkFlag":0,"checkTime":1778751543296,"curHolidayMotorCadeVCnt":0,"curMotorCadeVCnt":0,"damCardCnt":0,"enTollLaneHex":"3701643302","enTollStationHex":"37016433","endTime":"2026-05-15T06:00:00","etcCardCnt":55,"finishFlag":false,"gantrySerialNum":1706,"inductCnt":101,"invEndNo":"0","invNum":0,"invStartNo":"1","lane":"02","laneId":"G00153700500301010020","laneType":3,"laneTypeIdentification":7,"motorcadeFlag":false,"papCnt":0,"serialNum":4,"shift":"06","shiftName":"第三班","shiftTransCount":0,"shiftTransFeeSum":0,"spare1":null,"spare2":null,"startTime":"2026-05-14T17:39:03","station":"500303","stationId":"G0015370050030","stationName":"山东王台站","statusFlag":"1","tollCollectorId":"500501031","tollCollectorName":"李霞","totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"transCnt":0,"transFeeSum":0,"unSendCardCnt":null,"underGantryHex":"3C730C","underGantryId":"G001537005000910010","vCnt":101,"workDate":"2026-05-14 00:00:00"}
[2026-05-14 22:58:31.872] [37016433] [INFO] [L3701643302T20260514225831583R72251] [数据交互|发送设备控制服务数据] |02车道发送指令到外设控制服务:FFFF00040000004AE2000000370164330200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006E18DA1B340123126E18DA1B0001048F59
[2026-05-14 22:58:31.873] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643302/Push/TransShare】：{"axleInfo":"","axleType":"157","cardBalance":null,"cardId":"1030230206118797","cardType":"23","desc":"","deviceType":1,"enTime":"2026-05-14T22:58:31","enTollStationHex":"37016433","enTollStationId":"G0015370050030","enTollStationName":"山东王台站","enWeight":46220,"exWeight":46220,"exitFeeType":0,"fee":0,"feeAxleCount":6,"feeVehicleId":"皖CF8249_1","feeVehicleType":13,"identifyAxleCount":6,"identifyVehicleId":"皖CF8249_1","identifyVehicleType":16,"isAllowPass":1,"laneHid":2,"laneType":7,"limitWeight":49000,"mediaType":1,"msgId":"37016433022026051422140492","obuEF01Axle":null,"obuEf04":"0","obuId":"340123126E18DA1B","obuMac":"6E18DA1B","obuVehicleType":13,"option":0,"overRate":0.0,"overWeight":null,"passId":"013401103023020611879720260514225831","payFee":0,"permittedWeight":0,"provinceCount":null,"remoteCheck":0,"rsuId":1,"sendTime":"2026-05-14T22:58:31","spare1":"1","spare2":"27","spare3":"","spare4":null,"specialType":"139|311","tollLaneHex":"3701643302","tradeId":"G001537005003010100202026051422583103","transStatus":0,"transTime":"2026-05-14T22:58:31","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":27,"weightAxleCount":6,"weightTime":"2026-05-14T22:58:13","weightVehicleType":0}
[2026-05-14 22:58:31.873] [37016433] [INFO] [L3701643302T20260514225831870R72256] [数据交互|发送名单服务数据] |入口治超数据回写, 请求内容: {"filename":"REWRITE_ENWEIGHDATA_REQ_3701643302_20260514225831873.json","auth":"cvicse","bizContent":"{\"obuUserType\":1,\"enStationName\":\"山东王台站\",\"obuLength\":16440,\"obuWidth\":2970,\"obuMaintenanceWeight\":9300,\"axleCount\":6,\"passId\":\"013401103023020611879720260514225831\",\"msgId\":\"37016433022026051422140494\",\"obuPermittedTowWeight\":2,\"obuTotalWeight\":16777215,\"enStationId\":\"500303\",\"enTollLaneId\":\"02\",\"limitWeight\":49000,\"dataId\":\"473030313533373030353030333032303030303030303030313437353632\",\"obuId\":\"340123126E18DA1B\",\"totalWeight\":46220,\"isBulkVehicle\":2,\"vehicleId\":\"皖CF8249_1\",\"obuHeight\":4320,\"obuPermittedWeight\":39570,\"vehicleType\":13}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T22:58:31"}
[2026-05-14 22:58:31.873] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643302/Push/StationTransData】：KSQQ7j3cBJyponBSFnNYL1Vr3xyGkEaHc3ZwZj0mwQj+ZVB/LpkcHVAS5FLRQpwuWimydkuJTIBOqVRWbeH5DC0Nlai9OnUpw3I7/H1QAdahf943Dz5Z2zUXbyj3m0FduIEk2ggNB3H6wrgqU5jNTJfbbVFlexWKQpxH0FDW0ylCrY70cbqQyXUhn7sOlgXLpr9uVV61wdE8CW47BR93hGz2BMRNbYnygDwtBRnkLwQJ9V3/GdSEQSpSnE8a9glRc8Pyo1vuc2S2yCczkj5lVmsZfvkA/SnkfFOa1xlHDjsG2w3EItOmIyp3UfARlVvTgzNk7XPZ4UQrdni0vHRwFDoKdDAHOhkqe3st4BlZBIXFusm/Am/R8Xd6A8IBSb9PRAF24p+jYyll7l06tYfYIK0IpZP2RkrjErb7xRKwzgJXlVC863kVpDadDqEE05O7QbTgGMFU8HIOvlyFnEge8VdBcFHJHy3OEfJTQ6MLr0iPY70TvdF03lRsIVZKhbA7kjZYPtM98GM/YGBNC+yEXTfT3dvDurO7eBV2wzhcjxwbsY1nswSzofpFXo3Jani0onMehZDe+5Xsl8NYD8T7+A==
